Temperature_C,Feels_Like_C,Humidity_Percent,Dew_Point_C,Pressure_hPa,Wind_Speed_mps,Wind_Direction_deg,Precipitation_mm,Cloud_Cover_Percent,Visibility_km,UV_Index,Latitude,Longitude,Weather_Class
17.25,17.25,50.6,6.91,1015.14,40.0,224.6,0.0,87.0,6.05,5.5,23.1951,-35.1867,Cloudy
36.16,38.16,36.9,-3.06,1030.7,40.0,317.5,0.0,20.8,10.49,10.4,-28.2811,134.359,Hot
17.0,17.0,76.9,12.92,1009.92,40.0,313.2,0.0,87.2,10.4,1.1,-33.7829,89.785,Cloudy
13.81,18.72,29.0,0.83,1026.38,40.0,194.8,0.0,18.1,12.72,5.9,28.424,92.8347,Clear
11.84,11.84,92.2,10.62,1012.49,40.0,190.9,0.0,80.8,11.37,0.8,57.866,-143.3866,Cloudy
17.11,17.11,96.4,-8.94,992.3,17.24,332.7,27.19,92.8,9.24,7.9,13.6357,-108.2897,Stormy
22.31,12.88,20.9,8.1,1026.94,40.0,279.2,0.0,15.1,11.73,9.2,-24.3004,51.1037,Clear
11.49,11.49,55.6,2.93,1017.67,40.0,278.5,0.0,79.7,18.71,5.2,15.831,167.7603,Cloudy
43.07,45.07,28.1,1.08,998.71,40.0,97.1,4.16,92.3,3.11,14.7,-36.1521,-55.0651,Hot
14.19,14.19,35.3,-0.96,1021.22,40.0,170.6,0.0,85.9,17.2,5.5,26.5307,-29.5673,Cloudy
-10.98,-17.56,41.0,-21.62,1018.76,13.15,192.2,0.0,58.4,14.64,1.8,-39.452,162.9998,Cold
-8.46,-10.79,73.4,-12.36,997.72,7.77,184.1,13.48,84.7,8.24,1.7,37.7854,155.9346,Snowy
32.28,36.88,96.0,31.56,1022.44,40.0,38.8,0.31,87.7,14.36,2.0,58.6954,-99.3097,Humid
19.05,19.05,24.7,11.18,1031.13,18.44,309.3,0.0,11.8,9.19,6.7,-23.3316,68.8051,Dusty
28.24,55.0,57.2,14.88,974.53,12.71,115.9,55.52,97.9,14.88,4.1,-35.9189,136.0643,Thunderstorm
34.6,37.73,81.3,30.91,1010.78,34.89,268.7,0.38,87.3,9.48,5.4,-47.8542,-74.1264,Humid
17.56,1.28,29.4,-7.97,972.93,14.78,222.9,20.47,92.9,11.49,5.9,-4.8918,94.6363,Thunderstorm
9.05,1.51,52.4,-0.18,1010.9,40.0,120.4,0.0,65.2,11.88,4.7,-11.6372,70.0406,Cloudy
45.83,52.01,40.5,11.54,1010.47,40.0,228.1,0.0,57.5,6.63,11.6,30.1812,120.4475,Heatwave
10.44,10.44,93.0,9.36,997.15,4.5,347.1,0.64,82.3,0.46,10.8,-0.6966,-25.1223,Foggy
8.21,8.21,99.6,8.15,1010.22,2.7,207.3,2.61,82.8,1.15,3.0,-50.731,110.1712,Foggy
16.41,16.41,18.6,-0.28,1022.27,8.0,345.2,0.0,27.0,8.76,6.1,-4.1249,151.9919,Dusty
-15.91,-19.22,64.6,-21.02,1007.13,6.63,120.6,0.0,30.7,12.54,2.9,-4.0626,-177.4777,Cold
25.24,14.88,29.7,14.88,1027.69,40.0,50.3,0.0,19.1,14.72,7.9,4.8661,42.3655,Clear
40.3,42.3,37.7,6.69,1012.85,40.0,82.3,0.0,58.8,13.77,9.8,32.1641,-24.2027,Hot
17.53,17.53,85.3,14.57,1000.52,40.0,157.3,1.31,91.5,16.21,3.5,35.4415,-128.2326,Drizzle
15.86,15.86,81.1,7.11,1002.74,13.87,337.5,35.75,91.6,4.2,5.6,53.5075,-32.3745,Rainy
13.44,13.44,87.1,3.94,1013.49,40.0,119.8,0.5,77.0,2.28,2.4,-3.9978,-19.3657,Drizzle
-6.88,-8.21,38.8,-18.54,1028.72,2.65,261.9,0.0,43.3,17.98,2.6,-49.4534,-152.033,Cold
6.74,-1.96,83.4,-22.5,1010.81,40.0,274.0,2.3,94.0,7.91,10.5,7.8985,170.074,Drizzle
10.96,10.96,96.8,4.17,999.07,15.0,314.6,10.0,92.9,6.11,3.3,-15.7133,-106.4132,Stormy
-4.66,-6.46,85.8,-6.67,988.13,6.0,354.1,20.32,85.4,7.08,5.5,-34.3549,156.9511,Snowy
-10.59,-15.0,68.9,-15.17,1031.29,8.82,337.4,0.0,47.1,13.12,4.7,-12.9029,126.4374,Cold
-14.48,-20.57,57.8,-20.95,1025.63,12.18,237.5,0.0,53.0,13.54,4.9,-44.6149,-179.1628,Cold
17.2,17.2,93.4,9.93,993.87,40.0,338.5,12.05,91.7,4.75,0.7,-50.7178,51.2396,Rainy
-18.63,-18.93,73.5,-22.18,1004.65,1.0,201.3,4.66,86.0,1.84,4.0,19.8861,-157.4569,Snowy
35.12,47.19,36.8,-3.64,1013.81,40.0,206.5,0.0,22.7,13.66,12.4,-24.1753,-152.2987,Heatwave
14.32,14.32,89.8,1.23,970.67,25.78,163.5,11.53,94.0,9.14,8.6,4.097,131.577,Stormy
0.61,14.18,48.3,-1.04,1016.86,40.0,61.4,0.0,23.0,12.1,10.6,48.9221,-68.5968,Clear
8.34,0.44,86.9,0.35,999.28,40.0,308.0,24.45,90.5,20.0,4.2,27.6676,91.0662,Rainy
34.53,19.82,74.7,15.2,982.21,16.49,227.6,31.95,86.2,11.19,4.7,-28.7563,-165.1732,Thunderstorm
14.98,14.98,22.9,5.35,1013.1,10.28,117.2,0.0,16.7,8.06,7.2,-2.6167,119.4362,Dusty
14.31,14.31,80.8,12.02,1005.2,40.0,20.2,5.0,93.7,19.01,3.3,-43.9998,168.3361,Rainy
40.6,51.72,45.8,13.54,1014.52,40.0,334.6,0.0,75.7,10.18,11.5,-4.668,100.8905,Heatwave
49.9,48.11,36.7,-3.41,1008.23,40.0,236.7,0.0,18.0,1.8,11.5,12.1768,-90.0863,Heatwave
-7.09,-9.97,53.1,-15.01,1028.26,5.77,222.1,3.88,50.3,8.35,8.3,-17.6895,-32.6803,Cold
32.64,35.86,82.2,29.2,1019.21,40.0,205.0,6.81,83.6,7.71,3.3,-44.8726,-78.0441,Humid
35.65,53.87,67.6,8.12,1010.53,40.0,254.5,0.0,62.1,3.46,11.9,20.9546,-22.1075,Heatwave
11.69,11.69,96.6,3.92,972.57,16.17,248.2,12.87,92.7,8.47,4.3,7.7129,130.8335,Stormy
9.22,1.76,22.5,5.29,996.81,10.83,292.1,0.0,13.1,5.73,1.7,53.5784,80.1907,Dusty
15.08,15.08,92.6,3.78,1003.99,40.0,164.1,8.97,94.9,8.35,7.8,37.7495,-120.0755,Rainy
18.96,18.96,93.4,17.87,1016.97,2.31,319.8,0.0,92.8,0.51,1.6,-44.1568,114.7728,Foggy
7.94,-0.16,90.4,-6.21,984.24,15.0,81.9,10.0,94.2,17.55,5.3,-46.9637,135.6951,Stormy
15.12,15.12,38.0,0.88,1003.43,40.0,118.1,0.0,74.2,8.4,4.7,25.068,-1.5991,Cloudy
-6.61,-7.61,31.1,-20.85,1011.01,2.0,189.0,1.51,23.0,15.9,6.1,29.3186,-27.1107,Cold
3.71,19.03,53.5,2.18,1044.25,40.0,301.7,0.0,23.9,17.3,9.3,48.6467,113.5082,Clear
17.75,19.94,59.7,11.86,976.21,10.0,234.8,20.59,99.5,9.11,5.4,4.7965,-82.0015,Thunderstorm
30.61,35.06,94.5,29.62,1022.21,40.0,27.2,0.25,94.3,13.02,7.4,19.2906,-124.1264,Humid
43.07,45.07,32.5,0.49,989.76,13.68,233.4,7.94,82.5,5.08,12.8,-15.512,-176.7494,Hot
12.63,12.63,89.7,0.91,1014.12,40.0,138.1,1.02,78.7,10.62,4.6,-32.3513,160.7075,Drizzle
10.88,10.88,30.1,-5.98,1011.96,40.0,185.7,0.0,85.4,2.62,4.5,19.9352,172.228,Cloudy
18.56,18.56,88.0,10.55,1007.52,40.0,254.7,0.5,76.4,10.17,6.3,-15.4709,-42.3733,Drizzle
14.92,14.92,87.0,14.28,978.91,15.0,162.1,10.0,98.0,3.75,4.4,21.8684,9.4154,Stormy
-1.51,-1.51,95.4,-2.15,1005.91,1.65,274.3,0.0,93.0,0.71,7.7,-23.5695,40.2977,Foggy
20.84,55.0,95.0,15.83,993.45,40.0,177.1,13.32,100.0,2.61,2.9,-4.7744,92.1281,Rainy
33.21,13.18,36.8,7.48,1036.92,40.0,82.0,0.0,25.3,17.99,6.6,-48.8639,-11.5208,Clear
1.78,1.78,97.5,1.42,1022.22,3.06,258.5,0.0,88.1,0.5,5.0,27.3346,141.9715,Foggy
15.1,15.1,86.6,11.25,996.91,40.0,4.5,5.0,91.9,4.3,3.8,3.4411,137.8735,Rainy
-6.25,-7.63,66.9,-11.38,1014.46,2.76,183.8,0.0,39.6,16.07,2.6,-38.3291,76.0582,Cold
16.91,16.91,93.4,-0.94,1001.7,40.0,38.0,5.0,90.7,17.37,4.2,-28.5329,107.7423,Rainy
29.62,33.71,90.8,27.96,1005.6,40.0,324.7,0.38,82.4,9.08,3.2,15.5262,-118.9753,Humid
22.25,12.88,38.8,-0.83,984.98,28.27,335.6,8.0,99.1,3.86,1.9,-48.1277,-88.3651,Thunderstorm
33.06,37.74,96.9,32.49,1021.19,40.0,150.2,0.02,89.7,13.92,4.9,44.8044,57.8572,Humid
38.7,40.7,23.3,14.99,1014.59,23.68,13.1,0.0,80.6,8.32,11.5,-9.2758,-57.7051,Hot
-7.8,-10.68,53.8,-15.5,1025.54,5.76,37.7,0.0,37.8,13.75,3.7,-0.8296,-78.0536,Cold
21.7,55.0,83.4,18.77,1008.58,40.0,300.2,0.0,89.6,20.0,1.6,53.2815,-136.3366,Cloudy
9.72,2.51,82.8,9.56,999.03,40.0,285.3,1.26,71.3,8.47,3.0,29.3422,-14.8893,Drizzle
18.09,15.48,36.4,6.85,1043.24,40.0,272.7,0.0,15.0,17.5,8.9,-38.1998,-70.7348,Clear
40.83,42.83,27.0,-6.21,1007.33,39.97,144.5,0.0,18.9,6.39,9.8,-46.2499,65.4938,Hot
-0.51,17.11,22.2,-2.09,1040.81,40.0,169.0,0.0,8.2,10.37,10.6,-12.4157,41.0926,Clear
-12.9,-16.2,70.6,-17.11,987.95,11.02,294.3,11.21,80.5,1.4,6.9,-22.6656,37.5589,Snowy
8.86,1.22,67.5,3.16,1000.88,40.0,14.6,0.0,76.1,16.87,2.4,-59.4492,-35.3936,Cloudy
16.43,16.43,85.0,4.22,1008.34,40.0,21.6,8.24,83.0,10.96,5.3,24.052,137.0096,Rainy
25.59,29.54,89.6,23.74,1009.22,20.91,127.8,0.72,91.5,6.76,2.8,-50.8314,131.0587,Humid
36.32,38.32,43.9,6.94,1007.12,40.0,219.0,0.0,64.2,20.0,9.9,-55.7979,-160.9845,Hot
44.15,46.15,32.0,4.83,1009.25,40.0,3.9,0.0,67.4,3.25,9.2,-34.4282,-105.2824,Hot
19.19,19.19,87.1,2.53,1003.97,40.0,297.0,25.54,91.1,7.09,4.2,-21.976,-97.6459,Rainy
25.15,22.86,23.5,0.93,987.39,10.0,160.0,8.0,90.1,7.92,5.1,59.6662,-37.4586,Thunderstorm
-17.72,-18.27,72.3,-21.48,1001.48,1.84,192.9,9.64,92.6,2.9,5.7,28.1483,91.7318,Snowy
13.08,13.08,84.6,-1.21,994.7,40.0,175.8,17.98,94.8,7.07,4.4,-39.4619,-4.483,Rainy
16.34,14.36,58.5,6.32,978.1,10.0,304.1,9.73,88.2,3.81,3.8,2.8578,95.263,Thunderstorm
19.64,11.95,52.6,8.53,1043.75,40.0,53.5,0.0,3.9,18.74,6.4,-10.5639,177.8115,Clear
9.53,2.23,55.0,0.94,1005.37,40.0,181.6,0.0,64.8,3.62,3.0,35.492,16.1933,Cloudy
8.61,0.85,80.8,4.02,1002.16,40.0,91.3,0.5,94.2,12.16,2.5,-40.0862,158.1394,Drizzle
21.56,55.0,83.1,16.94,997.77,40.0,245.5,17.92,93.8,13.5,2.1,51.0298,-81.5983,Rainy
38.54,47.97,31.2,11.46,1018.58,40.0,51.4,0.0,54.2,7.59,10.9,1.2978,-79.8001,Heatwave
13.62,13.62,93.4,3.56,980.65,18.72,151.8,31.64,99.9,20.0,4.5,20.7137,117.7571,Stormy
32.75,34.75,15.2,4.4,1010.45,40.0,89.7,0.0,2.6,6.45,11.5,-49.5109,-166.4013,Hot
-19.78,-20.99,83.3,-21.86,1012.08,4.06,259.9,39.94,98.9,4.28,5.9,4.575,65.1794,Snowy
18.29,18.29,68.3,12.36,1021.88,40.0,323.9,0.0,86.4,20.0,3.5,-46.3524,147.9023,Cloudy
40.9,54.2,42.6,13.18,1000.64,40.0,355.6,0.0,68.4,18.02,13.1,58.9169,-16.5725,Heatwave
41.92,40.91,30.8,-3.33,1025.03,40.0,102.3,0.0,15.5,6.53,11.5,59.6345,74.3879,Heatwave
15.82,15.82,89.8,13.87,991.18,30.21,85.5,5.0,88.8,6.38,2.4,56.4399,-157.2512,Rainy
30.99,32.99,22.0,11.86,1015.38,40.0,38.2,0.0,42.9,14.31,8.9,16.449,-154.8003,Hot
-17.38,-18.75,70.8,-21.39,1019.02,4.56,102.9,3.37,91.9,8.76,2.4,-4.458,123.068,Snowy
6.73,22.46,35.2,5.26,1023.87,40.0,356.0,0.0,20.4,12.47,5.8,3.1647,-51.0729,Clear
34.1,16.68,74.1,12.05,995.94,23.43,222.4,8.0,90.8,5.36,5.7,21.2873,-106.5173,Thunderstorm
24.81,28.42,86.0,22.31,1014.82,40.0,293.6,0.07,84.7,6.13,5.0,43.3688,132.6966,Humid
44.27,45.36,60.9,11.76,1016.68,40.0,101.1,0.0,41.9,10.43,11.8,46.6878,91.5506,Heatwave
15.84,15.84,19.2,6.38,1015.45,8.0,191.1,0.0,6.8,10.47,4.5,10.0565,-162.2007,Dusty
7.39,-0.98,83.0,-9.72,1020.76,40.0,213.1,5.0,77.4,20.0,3.9,0.8854,13.1636,Drizzle
44.47,52.35,58.6,11.96,1026.65,40.0,311.6,0.0,34.2,7.85,12.1,-19.8383,-148.4619,Heatwave
-1.67,-14.57,90.5,-7.36,973.5,15.0,332.7,75.07,97.9,6.06,4.2,-36.9519,-50.594,Stormy
35.29,45.61,40.5,14.26,995.07,40.0,270.4,7.92,57.1,19.23,13.0,-49.9793,-31.0967,Heatwave
14.41,14.41,98.9,14.24,1012.57,40.0,272.0,0.0,88.7,3.91,0.4,-55.632,-24.7442,Cloudy
18.7,18.7,86.9,7.92,991.65,40.0,190.9,5.0,89.2,5.25,5.6,38.2853,-111.7995,Rainy
12.29,12.29,59.4,4.61,1018.47,26.64,53.1,0.0,70.7,12.96,4.4,39.593,122.1846,Cloudy
33.57,35.57,19.1,2.1,993.77,40.0,205.0,0.0,43.9,10.88,10.5,-48.4116,109.6549,Hot
18.25,-2.88,50.7,-0.43,1029.83,40.0,186.1,0.0,3.3,15.12,11.5,-5.1002,24.9727,Clear
19.66,19.66,81.9,9.17,994.14,40.0,140.7,12.97,87.4,9.58,5.1,53.5125,-42.7958,Rainy
15.7,15.7,58.3,7.54,1019.8,40.0,228.7,0.0,65.5,6.74,2.2,-47.6841,-6.3244,Cloudy
24.37,27.94,85.7,21.81,1016.99,40.0,20.8,0.4,72.7,13.68,3.0,-9.5259,-129.6389,Humid
10.29,10.29,85.5,4.71,993.88,40.0,279.2,6.97,90.0,9.3,1.0,-56.5363,160.9934,Rainy
5.19,5.19,92.3,4.04,1010.57,0.53,75.6,0.0,88.5,0.31,5.6,-0.8698,-2.6933,Foggy
5.13,-2.77,39.8,-40.0,1026.33,40.0,264.5,0.0,20.2,19.39,8.8,-17.5038,-2.555,Clear
16.56,16.56,100.0,16.56,1003.62,26.57,138.8,0.0,83.2,4.01,4.4,13.4579,-40.6739,Cloudy
30.44,32.44,26.5,9.99,1002.4,25.85,150.6,0.0,57.0,6.69,10.5,31.7716,-34.1158,Hot
29.57,33.48,89.1,27.58,1013.42,31.24,217.4,1.06,90.9,5.72,5.0,-1.0744,-117.7057,Humid
18.13,18.13,96.0,7.99,987.89,18.19,293.2,20.27,98.9,20.0,4.7,-28.3668,-130.3819,Stormy
29.13,33.16,90.3,27.37,1005.75,40.0,190.4,1.59,79.4,7.62,3.4,-19.9971,-17.2761,Humid
13.37,13.37,93.2,11.05,982.12,22.27,332.7,10.0,99.9,19.91,1.8,-40.4073,-1.6835,Stormy
10.96,10.96,89.7,0.48,1024.42,40.0,130.6,0.64,75.9,8.81,7.8,27.7515,103.8996,Drizzle
10.31,10.31,89.8,0.27,1009.08,40.0,228.7,1.8,85.9,10.44,0.9,56.0556,-8.8519,Drizzle
22.49,55.0,88.8,9.77,1012.45,40.0,127.9,5.0,87.8,7.82,5.9,11.9222,-120.4931,Rainy
17.72,17.72,19.0,6.87,1022.76,8.0,5.2,0.0,0.1,6.67,4.6,34.4354,-138.9948,Dusty
13.72,13.72,84.7,11.19,1008.55,40.0,88.9,0.0,61.4,1.49,2.2,-24.9547,36.2028,Cloudy
19.35,17.0,50.1,-3.84,1020.36,40.0,60.7,0.0,26.2,10.78,9.0,30.3575,163.3349,Clear
14.53,14.53,88.0,4.57,993.79,40.0,244.9,5.0,95.1,20.0,5.1,-47.3541,134.5396,Rainy
42.0,43.48,38.0,15.57,1005.62,40.0,132.8,0.0,45.8,12.45,11.1,50.1892,85.2658,Heatwave
24.02,17.04,61.7,9.63,980.93,20.56,42.9,8.0,86.5,14.6,4.0,-13.0934,94.928,Thunderstorm
31.16,35.34,91.8,29.66,1007.35,40.0,196.5,0.25,77.2,12.07,5.9,-14.4087,-3.0475,Humid
19.75,19.75,30.5,1.9,1023.16,40.0,84.0,0.0,73.3,12.17,4.8,47.1599,97.8258,Cloudy
33.54,13.31,43.6,-0.15,1030.88,40.0,193.9,0.0,26.2,15.73,7.0,-11.7156,-10.1473,Clear
21.98,55.0,87.4,12.05,1004.01,40.0,173.8,1.59,72.1,10.64,2.5,55.6319,91.4499,Drizzle
21.52,10.5,72.8,5.83,974.76,10.0,68.3,21.01,91.3,11.55,4.8,-3.382,102.6622,Thunderstorm
21.31,55.0,93.0,14.76,994.04,40.0,158.4,26.73,83.7,18.98,2.5,54.4464,125.8505,Rainy
14.4,14.4,81.9,3.6,1010.31,40.0,261.3,24.1,97.8,20.0,3.6,38.9693,-160.8901,Rainy
-23.34,-28.77,53.7,-30.07,1029.15,10.88,344.2,0.29,35.5,12.81,4.0,7.3157,126.943,Cold
16.03,16.03,91.4,8.48,996.17,25.62,85.3,10.0,98.1,15.37,4.9,59.6923,-59.6017,Stormy
4.51,-5.3,24.5,-4.29,1005.8,8.0,179.6,0.0,13.8,8.36,1.6,35.6921,33.6049,Dusty
42.88,44.88,32.3,4.05,996.99,40.0,258.3,0.21,84.5,11.4,11.2,38.8489,-172.8792,Hot
29.91,33.66,87.5,27.59,1007.69,40.0,116.5,0.24,92.1,9.78,2.4,-54.0123,-3.7506,Humid
-21.82,-22.97,31.3,-34.25,1028.12,2.3,236.0,0.0,49.1,8.8,5.0,52.4781,7.3018,Cold
29.36,32.85,84.9,26.55,1014.47,40.0,182.1,0.03,85.9,11.99,5.0,-11.8173,106.5292,Humid
36.91,51.63,64.6,-3.96,1007.9,40.0,188.0,0.0,25.4,8.86,13.7,42.0752,137.6761,Heatwave
17.21,17.21,35.2,1.68,1020.81,40.0,148.6,0.0,63.3,6.53,6.2,52.3088,94.2375,Cloudy
12.79,12.79,71.6,7.8,1003.92,40.0,254.0,0.0,75.9,3.52,3.8,1.0428,-13.6691,Cloudy
34.68,36.68,32.5,4.65,1020.84,40.0,68.9,0.0,46.8,10.82,12.8,-9.6232,-135.9204,Hot
39.66,41.66,36.6,13.63,1008.76,40.0,58.6,0.0,70.0,4.24,9.7,-21.3383,169.3882,Hot
-16.22,-19.12,71.1,-20.23,986.85,9.66,244.0,6.79,94.6,1.98,5.6,47.9555,119.9116,Snowy
6.45,-2.39,10.2,-7.13,1004.01,8.0,240.2,0.0,9.2,12.73,6.3,8.5495,-129.2812,Dusty
40.9,43.66,43.5,11.4,1015.16,40.0,259.1,0.0,65.0,7.1,13.2,46.3418,25.8989,Heatwave
13.91,13.91,76.4,10.1,1007.98,40.0,240.0,5.0,78.8,18.01,5.1,-0.3343,3.3818,Drizzle
44.48,46.48,24.1,9.57,1013.79,40.0,82.9,0.0,49.4,10.9,9.3,18.9613,102.3212,Hot
28.92,32.65,87.3,26.59,1010.55,40.0,68.5,0.55,94.3,11.54,4.4,-18.8922,-97.3703,Humid
47.57,50.8,43.0,11.9,1007.48,40.0,75.3,0.0,67.1,10.22,11.7,15.5233,-65.4501,Heatwave
11.77,11.77,89.8,7.22,1005.4,40.0,14.6,1.51,85.1,8.31,6.0,-24.741,-138.9987,Drizzle
3.23,-7.22,82.6,-7.41,1004.89,40.0,325.9,1.67,93.4,20.0,4.8,40.7863,-49.1943,Drizzle
14.31,14.31,13.7,10.46,995.34,8.0,277.9,0.0,4.5,8.8,1.9,-53.8952,-14.0591,Dusty
33.49,37.39,89.0,31.42,1007.77,40.0,133.7,1.4,80.6,5.94,6.8,57.883,155.7934,Humid
-18.54,-23.1,73.5,-22.08,993.58,15.18,170.8,14.41,97.5,1.15,4.5,28.1906,-36.5743,Snowy
28.49,55.0,92.0,20.16,991.99,40.0,20.5,11.9,86.6,9.24,5.1,17.0783,-47.9461,Rainy
-7.38,-10.07,45.3,-17.19,1022.7,5.38,313.1,3.88,67.9,11.06,7.7,1.6396,37.8025,Cold
18.77,18.77,75.3,13.17,1002.86,40.0,8.1,1.92,74.3,20.0,4.5,-39.2671,-114.3093,Drizzle
11.64,11.64,20.1,7.64,995.41,8.0,188.4,0.0,25.0,10.84,1.6,-57.5418,170.6457,Dusty
10.83,10.83,96.4,-0.1,956.58,15.0,258.5,13.1,98.8,15.25,5.0,43.1551,-41.5123,Stormy
-9.32,-13.29,43.5,-19.42,1032.31,7.95,349.7,0.0,51.7,9.31,3.8,-19.505,-2.2109,Cold
18.4,18.4,17.9,12.99,1009.78,8.0,219.0,0.0,6.8,6.21,4.6,-39.1815,-168.4034,Dusty
18.4,18.4,94.9,17.05,974.28,15.0,224.5,20.62,90.1,3.01,6.4,-7.6767,-35.0145,Stormy
34.01,15.15,48.8,4.45,990.86,15.07,178.5,16.3,88.8,5.49,3.0,41.2259,114.9888,Thunderstorm
32.65,34.65,42.1,10.13,1016.44,40.0,262.2,0.0,49.0,7.43,8.1,-51.408,-167.3787,Hot
-14.83,-25.68,33.2,-27.41,1003.81,21.69,190.4,0.0,62.8,19.93,5.7,-46.737,30.297,Cold
18.89,18.89,11.8,10.29,1020.32,8.0,45.7,0.0,6.7,12.7,5.4,-28.4346,62.0421,Dusty
46.24,40.71,46.0,20.01,1003.01,40.0,231.7,0.0,87.8,13.12,14.7,-53.796,63.9653,Heatwave
-12.98,-16.94,85.7,-14.87,1017.28,13.21,72.8,4.9,87.5,3.91,4.4,11.8014,-102.0226,Snowy
38.54,40.54,23.8,7.07,1008.71,40.0,342.4,0.0,65.5,20.0,11.7,58.3995,38.7257,Hot
18.49,18.49,82.2,7.61,1008.8,40.0,241.6,1.89,79.1,17.33,2.6,24.8738,58.8474,Drizzle
6.59,-2.18,13.4,-14.56,1004.91,11.91,85.3,0.0,11.0,6.05,7.6,-16.4459,-2.9399,Dusty
29.07,32.97,89.0,27.06,1018.01,40.0,342.2,1.81,80.5,14.3,1.3,-4.9688,-57.2894,Humid
16.54,16.54,95.3,15.78,1013.37,40.0,262.8,0.0,88.1,19.25,2.2,-22.3613,134.7561,Cloudy
17.55,17.55,85.7,4.49,973.27,19.16,281.8,37.13,94.8,9.44,0.3,58.8387,-31.1533,Stormy
20.87,55.0,75.3,16.33,1003.88,40.0,349.6,0.0,81.1,11.54,4.3,20.0174,54.1993,Cloudy
47.24,43.86,44.9,4.53,1012.38,40.0,123.7,0.0,33.2,20.0,14.6,56.3077,-166.9036,Heatwave
34.32,38.37,90.5,32.54,1015.71,40.0,318.5,0.46,88.3,6.37,2.8,-4.6806,-123.514,Humid
2.55,-8.24,82.5,-5.73,1002.84,40.0,112.0,0.69,85.6,9.73,2.1,59.9248,39.395,Drizzle
13.95,13.95,88.3,3.6,1003.97,40.0,128.9,5.0,86.9,11.13,6.0,8.8685,4.2989,Rainy
4.12,-5.88,20.5,1.82,992.39,8.0,212.4,0.0,18.9,12.74,1.5,-46.1699,55.4737,Dusty
-8.73,-11.62,58.4,-15.4,1022.85,5.8,271.3,0.0,30.7,11.82,2.1,50.703,-31.0858,Cold
8.65,0.91,21.6,-12.12,1007.51,40.0,226.4,0.0,84.6,14.55,8.3,29.8663,33.3144,Cloudy
8.71,0.99,19.6,-13.25,1009.14,40.0,183.6,0.0,78.8,12.07,7.4,1.3691,-119.3195,Cloudy
32.73,36.55,88.3,30.52,1008.92,40.0,49.7,1.6,72.9,12.86,3.7,-30.6977,178.9135,Humid
-23.79,-26.29,61.8,-29.02,1015.81,4.99,276.5,0.0,53.6,13.27,4.1,55.189,177.9812,Cold
17.75,17.75,97.8,17.39,998.88,3.37,280.9,0.0,73.1,0.23,2.4,-42.4164,-46.9421,Foggy
13.62,13.62,89.5,10.6,995.81,40.0,109.1,5.0,84.2,15.59,1.6,42.5728,67.4088,Rainy
12.39,12.39,95.4,3.11,953.4,40.0,302.8,39.41,92.8,12.92,4.7,-49.6815,-81.289,Stormy
8.72,8.72,100.0,8.71,996.68,3.12,142.1,0.0,82.3,0.59,4.6,31.6608,7.5368,Foggy
36.78,49.09,66.3,6.9,1022.96,40.0,308.0,0.0,45.0,20.0,13.0,51.085,42.1703,Heatwave
-3.63,-0.23,20.5,-4.37,1049.09,40.0,220.3,0.0,9.3,16.97,5.3,-23.0864,3.094,Clear
15.9,19.64,60.4,11.75,990.13,10.0,333.3,39.9,90.9,20.0,2.9,9.8847,66.5344,Thunderstorm
31.38,35.52,91.3,29.79,1021.68,40.0,0.6,0.35,78.7,5.94,4.0,-38.5261,125.3728,Humid
28.8,55.0,94.0,18.56,1006.33,40.0,101.4,5.0,95.9,14.42,4.6,-25.7958,134.74,Rainy
19.87,19.87,64.7,13.02,1004.34,40.0,342.6,0.0,63.6,3.75,1.9,-20.2652,-46.7303,Cloudy
40.25,42.25,24.3,-16.5,1029.4,40.0,337.7,0.0,0.0,4.82,9.8,-19.5657,14.0954,Hot
30.95,34.61,86.7,28.45,1017.17,40.0,196.6,0.62,76.5,7.42,2.7,53.0541,-51.372,Humid
6.96,-1.62,83.1,0.42,993.28,40.0,353.0,19.19,92.2,18.86,3.4,39.6382,173.7992,Rainy
-12.1,-12.65,71.9,-16.12,1013.4,1.82,220.3,3.76,81.0,6.76,5.3,23.5141,-98.1326,Snowy
8.26,0.33,87.8,4.83,992.83,40.0,112.7,2.24,91.9,13.18,3.4,7.7588,25.7633,Drizzle
4.94,-1.92,21.0,0.97,1035.94,31.13,283.4,0.0,4.9,14.85,8.1,34.4808,2.6988,Clear
-22.14,-34.45,54.9,-28.71,1022.78,24.61,34.6,0.0,37.1,10.4,10.9,-3.3641,20.5637,Cold
17.02,17.02,80.5,12.11,1001.02,40.0,10.0,9.87,87.1,10.61,3.2,-31.3667,-60.9971,Rainy
22.72,27.09,93.7,21.65,1014.22,40.0,89.4,3.65,89.4,5.87,6.9,41.3103,84.9639,Humid
19.92,19.92,65.5,13.25,1022.14,40.0,66.8,0.0,84.9,11.59,5.0,6.0737,-111.849,Cloudy
21.21,-5.11,53.6,-3.97,991.09,26.22,25.2,9.21,99.3,5.38,1.9,39.6396,151.9118,Thunderstorm
36.39,38.39,21.7,-0.96,1021.3,40.0,26.1,0.0,30.5,8.62,10.5,-15.3798,130.6776,Hot
9.29,3.05,91.6,2.63,972.6,15.0,192.8,10.0,97.5,20.0,4.7,32.0398,20.8743,Stormy
32.76,35.88,81.2,29.1,1015.49,36.15,334.8,0.5,77.9,9.96,8.7,7.7212,54.9717,Humid
